frame,n_seg,n_tra,one_to_one,tra_unmatched,seg_unmatched,ambiguous
162,7,7,7,0,0,0
163,7,7,7,0,0,0
164,7,7,7,0,0,0
165,7,7,7,0,0,0
166,7,7,7,0,0,0
167,7,7,7,0,0,0
168,7,7,7,0,0,0
169,8,8,8,0,0,0
170,8,8,8,0,0,0
171,8,8,8,0,0,0
172,8,8,8,0,0,0
173,8,8,8,0,0,0
174,8,8,8,0,0,0
175,8,8,8,0,0,0
176,8,8,8,0,0,0
177,8,8,8,0,0,0
178,8,8,8,0,0,0
179,8,8,8,0,0,0
180,8,8,8,0,0,0
181,8,8,8,0,0,0
182,8,8,8,0,0,0
183,8,8,8,0,0,0
184,8,8,8,0,0,0
185,8,8,8,0,0,0
186,8,8,8,0,0,0
187,8,8,8,0,0,0
188,8,8,8,0,0,0
189,8,8,8,0,0,0
190,8,8,8,0,0,0
191,8,8,8,0,0,0
192,8,8,8,0,0,0
193,8,8,8,0,0,0
194,8,8,8,0,0,0
195,8,8,8,0,0,0
196,8,8,8,0,0,0
197,8,8,8,0,0,0
198,8,8,8,0,0,0
199,8,8,8,0,0,0
200,9,9,9,0,0,0
201,9,9,9,0,0,0
202,9,9,9,0,0,0
203,9,9,9,0,0,0
204,10,10,10,0,0,0
205,10,10,10,0,0,0
206,10,10,10,0,0,0
207,11,11,11,0,0,0
208,11,11,11,0,0,0
209,11,11,11,0,0,0
210,11,11,11,0,0,0
211,13,13,13,0,0,0
212,13,13,13,0,0,0
213,14,14,14,0,0,0
214,14,14,14,0,0,0
215,14,14,14,0,0,0
216,14,14,14,0,0,0
217,14,14,14,0,0,0
218,14,14,14,0,0,0
219,14,14,14,0,0,0
220,14,14,14,0,0,0
221,14,14,14,0,0,0
222,14,14,14,0,0,0
223,14,14,14,0,0,0
224,14,14,14,0,0,0
225,14,14,14,0,0,0
226,14,14,14,0,0,0
227,14,14,14,0,0,0
228,14,14,14,0,0,0
229,14,14,14,0,0,0
230,14,14,14,0,0,0
231,14,14,14,0,0,0
232,14,14,14,0,0,0
233,14,14,14,0,0,0
234,14,14,14,0,0,0
235,15,15,15,0,0,0
236,15,15,15,0,0,0
237,15,15,15,0,0,0
238,15,15,15,0,0,0
239,15,15,15,0,0,0
240,16,16,16,0,0,0
241,16,16,16,0,0,0
242,16,16,16,0,0,0
243,16,16,16,0,0,0
244,16,16,16,0,0,0
245,16,16,16,0,0,0
246,16,16,16,0,0,0
247,16,16,16,0,0,0
248,16,16,16,0,0,0
249,16,16,16,0,0,0
250,16,16,16,0,0,0
251,16,16,16,0,0,0
252,16,16,16,0,0,0
253,16,16,16,0,0,0
254,16,16,16,0,0,0
255,16,16,16,0,0,0
256,16,16,16,0,0,0
257,16,16,16,0,0,0
258,16,16,16,0,0,0
259,16,16,16,0,0,0
260,16,16,16,0,0,0
261,16,16,16,0,0,0
262,16,16,16,0,0,0
263,16,16,16,0,0,0
264,17,17,17,0,0,0
265,17,17,17,0,0,0
266,17,17,17,0,0,0
267,18,18,18,0,0,0
268,18,18,18,0,0,0
269,18,18,18,0,0,0
270,19,19,19,0,0,0
271,19,19,19,0,0,0
272,19,19,19,0,0,0
273,19,19,19,0,0,0
274,19,19,19,0,0,0
275,19,19,19,0,0,0
276,19,19,19,0,0,0
277,19,19,19,0,0,0
278,19,19,19,0,0,0
279,20,20,20,0,0,0
280,21,21,21,0,0,0
281,21,21,21,0,0,0
282,22,22,22,0,0,0
283,23,23,23,0,0,0
284,23,23,23,0,0,0
285,23,23,23,0,0,0
286,23,23,23,0,0,0
287,24,24,24,0,0,0
288,24,24,24,0,0,0
289,24,24,24,0,0,0
290,24,24,24,0,0,0
291,24,24,24,0,0,0
292,24,24,24,0,0,0
293,25,25,25,0,0,0
294,25,25,25,0,0,0
295,25,25,25,0,0,0
296,25,25,25,0,0,0
297,26,26,26,0,0,0
298,26,26,26,0,0,0
299,27,27,27,0,0,0
300,27,27,27,0,0,0
301,27,27,27,0,0,0
302,27,27,27,0,0,0
303,28,28,28,0,0,0
304,28,28,28,0,0,0
305,28,28,28,0,0,0
306,28,28,28,0,0,0
307,28,28,28,0,0,0
308,28,28,28,0,0,0
309,28,28,28,0,0,0
310,28,28,28,0,0,0
311,29,29,29,0,0,0
312,29,29,29,0,0,0
313,29,29,29,0,0,0
314,29,29,29,0,0,0
315,29,29,29,0,0,0
316,29,29,29,0,0,0
317,29,29,29,0,0,0
318,29,29,29,0,0,0
319,29,29,29,0,0,0
320,30,30,30,0,0,0
321,30,30,30,0,0,0
322,31,31,31,0,0,0
323,31,31,31,0,0,0
324,31,31,31,0,0,0
325,31,31,31,0,0,0
326,31,31,31,0,0,0
327,31,31,31,0,0,0
328,31,31,31,0,0,0
329,32,32,32,0,0,0
330,32,32,32,0,0,0
331,33,33,33,0,0,0
332,33,33,33,0,0,0
333,33,33,33,0,0,0
334,33,33,33,0,0,0
335,33,33,33,0,0,0
336,33,33,33,0,0,0
337,34,34,34,0,0,0
338,34,34,34,0,0,0
339,34,34,34,0,0,0
340,34,34,34,0,0,0
341,35,35,35,0,0,0
342,35,35,35,0,0,0
343,35,35,35,0,0,0
344,35,35,35,0,0,0
345,36,36,36,0,0,0
346,36,36,36,0,0,0
347,36,36,36,0,0,0
348,37,37,37,0,0,0
349,37,37,37,0,0,0
350,37,37,37,0,0,0
351,39,39,39,0,0,0
352,39,39,39,0,0,0
353,39,39,39,0,0,0
354,40,40,40,0,0,0
355,40,40,40,0,0,0
356,41,41,41,0,0,0
357,42,42,42,0,0,0
358,43,43,43,0,0,0
359,46,46,46,0,0,0
360,48,48,48,0,0,0
361,48,48,48,0,0,0
362,48,48,48,0,0,0
363,48,48,48,0,0,0
364,48,48,48,0,0,0
365,48,48,48,0,0,0
366,48,48,48,0,0,0
367,48,48,48,0,0,0
368,48,48,48,0,0,0
369,48,48,48,0,0,0
370,48,48,48,0,0,0
371,48,48,48,0,0,0
372,48,48,48,0,0,0
373,49,49,49,0,0,0
374,50,50,50,0,0,0
375,51,51,51,0,0,0
376,51,51,51,0,0,0
377,51,51,51,0,0,0
378,52,52,52,0,0,0
379,53,53,53,0,0,0
380,53,53,53,0,0,0
381,54,54,54,0,0,0
382,55,55,55,0,0,0
383,55,55,55,0,0,0
384,55,55,55,0,0,0
385,55,55,55,0,0,0
386,55,55,55,0,0,0
387,55,55,55,0,0,0
388,55,55,55,0,0,0
389,55,55,55,0,0,0
390,55,55,55,0,0,0
391,56,56,56,0,0,0
392,56,56,56,0,0,0
393,56,56,56,0,0,0
394,56,56,56,0,0,0
395,56,56,56,0,0,0
396,56,56,56,0,0,0
397,56,56,56,0,0,0
398,57,57,57,0,0,0
399,57,57,57,0,0,0
400,58,58,58,0,0,0
401,59,59,59,0,0,0
402,61,61,61,0,0,0
403,61,61,61,0,0,0
404,61,61,61,0,0,0
405,64,64,64,0,0,0
406,64,64,64,0,0,0
407,66,66,66,0,0,0
408,66,66,66,0,0,0
409,67,67,67,0,0,0
410,69,69,69,0,0,0
411,70,70,70,0,0,0
412,71,71,71,0,0,0
413,71,71,71,0,0,0
414,71,71,71,0,0,0
415,71,71,71,0,0,0
416,72,72,72,0,0,0
417,73,73,73,0,0,0
418,74,74,74,0,0,0
419,74,74,74,0,0,0
420,74,74,74,0,0,0
421,74,74,74,0,0,0
422,74,74,74,0,0,0
423,74,74,74,0,0,0
424,74,74,74,0,0,0
425,75,75,75,0,0,0
426,76,76,76,0,0,0
427,78,78,78,0,0,0
428,79,79,79,0,0,0
429,81,81,81,0,0,0
430,84,84,84,0,0,0
431,85,85,85,0,0,0
432,86,86,86,0,0,0
433,89,89,89,0,0,0
434,90,90,90,0,0,0
435,92,92,92,0,0,0
436,92,92,92,0,0,0
437,92,92,92,0,0,0
438,92,92,92,0,0,0
439,93,93,93,0,0,0
440,93,93,93,0,0,0
441,94,94,94,0,0,0
442,94,94,94,0,0,0
443,94,94,94,0,0,0
444,94,94,94,0,0,0
445,94,94,94,0,0,0
446,95,95,95,0,0,0
447,95,95,95,0,0,0
448,96,96,96,0,0,0
449,98,98,98,0,0,0
450,98,98,98,0,0,0
451,98,98,98,0,0,0
452,98,98,98,0,0,0
453,98,98,98,0,0,0
454,99,99,99,0,0,0
455,102,102,102,0,0,0
456,102,102,102,0,0,0
457,104,104,104,0,0,0
458,105,105,105,0,0,0
459,105,105,105,0,0,0
460,106,106,106,0,0,0
461,108,108,108,0,0,0
462,108,108,108,0,0,0
463,108,108,108,0,0,0
464,109,109,109,0,0,0
465,111,111,111,0,0,0
466,113,113,113,0,0,0
467,113,113,113,0,0,0
468,114,114,114,0,0,0
469,116,116,116,0,0,0
470,116,116,116,0,0,0
471,118,118,118,0,0,0
472,121,121,121,0,0,0
473,121,121,121,0,0,0
474,122,122,122,0,0,0
475,124,124,124,0,0,0
476,124,124,124,0,0,0
477,126,126,126,0,0,0
478,127,127,127,0,0,0
479,127,127,127,0,0,0
480,130,130,130,0,0,0
481,130,130,130,0,0,0
482,131,131,131,0,0,0
483,133,133,133,0,0,0
484,133,133,133,0,0,0
485,136,136,136,0,0,0
486,138,138,138,0,0,0
487,140,140,140,0,0,0
488,140,140,140,0,0,0
489,142,142,142,0,0,0
490,142,142,142,0,0,0
491,142,142,142,0,0,0
492,144,144,144,0,0,0
493,146,146,146,0,0,0
494,148,148,148,0,0,0
495,149,149,149,0,0,0
496,150,150,150,0,0,0
497,151,151,151,0,0,0
498,151,151,151,0,0,0
499,152,152,152,0,0,0
500,154,154,154,0,0,0
501,156,156,156,0,0,0
502,159,159,159,0,0,0
503,160,160,160,0,0,0
504,166,166,166,0,0,0
505,167,167,167,0,0,0
506,169,169,169,0,0,0
507,170,170,170,0,0,0
508,173,173,173,0,0,0
509,177,177,177,0,0,0
510,177,177,177,0,0,0
511,179,179,179,0,0,0
512,181,181,181,0,0,0
513,182,182,182,0,0,0
514,184,184,184,0,0,0
515,185,185,185,0,0,0
516,187,187,187,0,0,0
517,188,188,188,0,0,0
518,189,189,189,0,0,0
519,190,190,190,0,0,0
520,191,191,191,0,0,0
521,191,191,191,0,0,0
522,192,192,192,0,0,0
523,192,192,192,0,0,0
524,193,193,193,0,0,0
525,195,195,195,0,0,0
526,197,197,197,0,0,0
527,197,197,197,0,0,0
528,197,197,197,0,0,0
529,199,199,199,0,0,0
530,201,201,201,0,0,0
531,202,202,202,0,0,0
532,204,204,204,0,0,0
533,206,206,206,0,0,0
534,209,209,209,0,0,0
535,210,210,210,0,0,0
536,213,213,213,0,0,0
537,215,215,215,0,0,0
538,215,215,215,0,0,0
539,221,221,221,0,0,0
540,223,223,223,0,0,0
541,225,225,225,0,0,0
542,227,227,227,0,0,0
543,231,231,231,0,0,0
544,234,234,234,0,0,0
545,238,238,238,0,0,0
546,239,239,239,0,0,0
547,240,240,240,0,0,0
548,243,243,243,0,0,0
549,245,245,245,0,0,0
550,249,249,249,0,0,0
551,252,252,252,0,0,0
552,255,255,255,0,0,0
553,259,259,259,0,0,0
554,260,260,260,0,0,0
555,265,265,265,0,0,0
556,269,269,269,0,0,0
557,271,271,271,0,0,0
558,275,275,275,0,0,0
559,276,276,276,0,0,0
560,278,278,278,0,0,0
561,279,279,279,0,0,0
562,279,279,279,0,0,0
563,281,281,281,0,0,0
564,281,281,281,0,0,0
565,283,283,283,0,0,0
566,286,286,286,0,0,0
567,289,289,289,0,0,0
568,291,291,291,0,0,0
569,296,296,296,0,0,0
570,300,300,300,0,0,0
571,304,304,304,0,0,0
572,306,306,306,0,0,0
573,312,312,312,0,0,0
574,314,314,314,0,0,0
575,320,320,320,0,0,0
576,325,325,325,0,0,0
577,331,331,331,0,0,0
578,335,335,335,0,0,0
579,338,338,338,0,0,0
580,341,341,341,0,0,0
581,344,344,344,0,0,0
582,349,349,349,0,0,0
583,352,352,352,0,0,0
584,355,355,355,0,0,0
585,358,358,358,0,0,0
586,362,362,362,0,0,0
587,365,365,365,0,0,0
588,368,368,368,0,0,0
589,372,372,372,0,0,0
590,375,375,375,0,0,0
591,376,376,376,0,0,0
592,378,378,378,0,0,0
593,381,381,381,0,0,0
594,383,383,383,0,0,0
595,384,384,384,0,0,0
596,384,384,384,0,0,0
597,388,388,388,0,0,0
598,390,390,390,0,0,0
599,392,392,392,0,0,0
600,396,396,396,0,0,0
601,400,400,400,0,0,0
602,401,401,401,0,0,0
603,403,403,403,0,0,0
604,410,410,410,0,0,0
605,412,412,412,0,0,0
606,417,417,417,0,0,0
607,423,423,423,0,0,0
608,425,425,425,0,0,0
609,430,430,430,0,0,0
610,439,439,439,0,0,0
611,442,442,442,0,0,0
612,446,446,446,0,0,0
613,453,453,453,0,0,0
614,458,458,458,0,0,0
615,461,461,461,0,0,0
616,469,469,469,0,0,0
617,472,472,472,0,0,0
618,479,479,479,0,0,0
619,486,486,486,0,0,0
620,489,489,489,0,0,0
621,495,495,495,0,0,0
622,506,506,506,0,0,0
623,510,510,510,0,0,0
624,519,519,519,0,0,0
625,522,522,522,0,0,0
626,525,525,525,0,0,0
627,529,529,529,0,0,0
628,534,534,534,0,0,0
629,542,542,542,0,0,0
630,549,549,549,0,0,0
631,552,552,552,0,0,0
632,557,557,557,0,0,0
633,564,564,564,0,0,0
634,567,567,567,0,0,0
635,573,573,573,0,0,0
636,578,578,578,0,0,0
637,581,581,581,0,0,0
638,586,586,586,0,0,0
639,593,593,593,0,0,0
640,599,599,599,0,0,0
641,605,605,605,0,0,0
642,612,612,612,0,0,0
643,619,619,619,0,0,0
644,624,624,624,0,0,0
645,636,636,636,0,0,0
646,644,644,644,0,0,0
647,649,649,649,0,0,0
648,652,652,652,0,0,0
649,659,659,659,0,0,0
650,665,665,665,0,0,0
651,675,675,675,0,0,0
652,684,684,684,0,0,0
653,692,692,692,0,0,0
654,703,703,703,0,0,0
655,711,711,711,0,0,0
656,718,718,718,0,0,0
657,722,722,722,0,0,0
658,729,729,729,0,0,0
659,737,737,737,0,0,0
660,745,745,745,0,0,0
661,752,752,752,0,0,0
662,754,754,754,0,0,0
663,762,762,762,0,0,0
664,770,770,770,0,0,0
665,777,777,777,0,0,0
666,783,783,783,0,0,0
667,788,788,788,0,0,0
668,795,795,795,0,0,0
669,801,801,801,0,0,0
670,813,813,813,0,0,0
671,818,818,818,0,0,0
672,828,828,828,0,0,0
673,833,833,833,0,0,0
674,846,846,846,0,0,0
675,849,849,849,0,0,0
676,850,850,850,0,0,0
677,866,866,866,0,0,0
678,871,871,871,0,0,0
679,880,880,880,0,0,0
680,887,887,887,0,0,0
681,900,900,900,0,0,0
682,908,908,908,0,0,0
683,911,911,911,0,0,0
684,916,916,916,0,0,0
685,926,926,926,0,0,0
686,933,933,933,0,0,0
687,939,939,939,0,0,0
688,944,944,944,0,0,0
689,948,948,948,0,0,0
690,962,962,962,0,0,0
691,970,970,970,0,0,0
692,983,983,983,0,0,0
693,990,990,990,0,0,0
694,1001,1001,1001,0,0,0
695,1016,1016,1016,0,0,0
696,1018,1018,1018,0,0,0
697,1025,1025,1025,0,0,0
698,1037,1037,1037,0,0,0
699,1049,1049,1049,0,0,0
700,1058,1058,1058,0,0,0
701,1068,1068,1068,0,0,0
702,1072,1072,1072,0,0,0
703,1076,1076,1076,0,0,0
704,1086,1086,1086,0,0,0
705,1088,1088,1088,0,0,0
706,1092,1092,1092,0,0,0
707,1095,1095,1095,0,0,0
708,1101,1101,1101,0,0,0
709,1107,1107,1107,0,0,0
710,1108,1108,1108,0,0,0
711,1115,1115,1115,0,0,0
712,1116,1116,1116,0,0,0
713,1125,1125,1125,0,0,0
714,1133,1133,1133,0,0,0
715,1140,1140,1140,0,0,0
716,1145,1145,1145,0,0,0
717,1154,1154,1154,0,0,0
718,1161,1161,1161,0,0,0
719,1165,1165,1165,0,0,0
720,1168,1168,1168,0,0,0
721,1168,1168,1168,0,0,0
722,1177,1177,1177,0,0,0
723,1186,1186,1186,0,0,0
724,1193,1193,1193,0,0,0
725,1200,1200,1200,0,0,0
726,1205,1205,1205,0,0,0
727,1206,1206,1206,0,0,0
728,1209,1209,1209,0,0,0
729,1213,1213,1213,0,0,0
730,1216,1216,1216,0,0,0
731,1222,1222,1222,0,0,0
732,1223,1223,1223,0,0,0
733,1219,1219,1219,0,0,0
734,1224,1224,1224,0,0,0
735,1226,1226,1226,0,0,0
736,1222,1222,1222,0,0,0
737,1226,1226,1226,0,0,0
738,1224,1224,1224,0,0,0
739,1236,1236,1236,0,0,0
740,1242,1242,1242,0,0,0
741,1246,1246,1246,0,0,0
742,1256,1256,1256,0,0,0
743,1262,1262,1262,0,0,0
744,1267,1267,1267,0,0,0
745,1270,1270,1270,0,0,0
746,1272,1272,1272,0,0,0
747,1274,1274,1274,0,0,0
748,1275,1275,1275,0,0,0
749,1274,1274,1274,0,0,0
750,1281,1281,1281,0,0,0
751,1284,1284,1284,0,0,0
752,1287,1287,1287,0,0,0
753,1295,1295,1295,0,0,0
754,1294,1294,1294,0,0,0
755,1292,1292,1292,0,0,0
756,1295,1295,1295,0,0,0
757,1296,1296,1296,0,0,0
758,1314,1314,1314,0,0,0
759,1323,1323,1323,0,0,0
760,1324,1324,1324,0,0,0
761,1329,1329,1329,0,0,0
762,1335,1335,1335,0,0,0
763,1334,1334,1334,0,0,0
764,1342,1342,1342,0,0,0
765,1343,1343,1343,0,0,0
766,1352,1352,1352,0,0,0
767,1354,1354,1354,0,0,0
768,1355,1355,1355,0,0,0
769,1360,1360,1360,0,0,0
770,1351,1351,1351,0,0,0
771,1360,1360,1360,0,0,0
772,1361,1361,1361,0,0,0
773,1363,1363,1363,0,0,0
774,1369,1369,1369,0,0,0
775,1374,1374,1374,0,0,0
776,1375,1375,1375,0,0,0
777,1374,1374,1374,0,0,0
778,1371,1371,1371,0,0,0
779,1374,1374,1374,0,0,0
780,1374,1374,1374,0,0,0
781,1385,1385,1385,0,0,0
782,1395,1395,1395,0,0,0
783,1398,1398,1398,0,0,0
784,1397,1397,1397,0,0,0
785,1405,1405,1405,0,0,0
786,1409,1409,1409,0,0,0
787,1409,1409,1409,0,0,0
788,1412,1412,1412,0,0,0
789,1423,1423,1423,0,0,0
790,1429,1429,1429,0,0,0
791,1422,1422,1422,0,0,0
792,1420,1420,1420,0,0,0
793,1419,1419,1419,0,0,0
794,1418,1418,1418,0,0,0
795,1419,1419,1419,0,0,0
796,1419,1419,1419,0,0,0
797,1426,1426,1426,0,0,0
798,1427,1427,1427,0,0,0
799,1434,1434,1434,0,0,0
