frame,n_seg,n_tra,one_to_one,tra_unmatched,seg_unmatched,ambiguous
162,8,8,8,0,0,0
163,8,8,8,0,0,0
164,8,8,8,0,0,0
165,8,8,8,0,0,0
166,8,8,8,0,0,0
167,8,8,8,0,0,0
168,8,8,8,0,0,0
169,8,8,8,0,0,0
170,8,8,8,0,0,0
171,8,8,8,0,0,0
172,8,8,8,0,0,0
173,8,8,8,0,0,0
174,9,9,9,0,0,0
175,9,9,9,0,0,0
176,9,9,9,0,0,0
177,9,9,9,0,0,0
178,10,10,10,0,0,0
179,11,11,11,0,0,0
180,11,11,11,0,0,0
181,11,11,11,0,0,0
182,12,12,12,0,0,0
183,12,12,12,0,0,0
184,12,12,12,0,0,0
185,13,13,13,0,0,0
186,13,13,13,0,0,0
187,14,14,14,0,0,0
188,14,14,14,0,0,0
189,14,14,14,0,0,0
190,14,14,14,0,0,0
191,14,14,14,0,0,0
192,14,14,14,0,0,0
193,14,14,14,0,0,0
194,14,14,14,0,0,0
195,15,15,15,0,0,0
196,15,15,15,0,0,0
197,16,16,16,0,0,0
198,16,16,16,0,0,0
199,16,16,16,0,0,0
200,16,16,16,0,0,0
201,16,16,16,0,0,0
202,16,16,16,0,0,0
203,16,16,16,0,0,0
204,16,16,16,0,0,0
205,16,16,16,0,0,0
206,16,16,16,0,0,0
207,16,16,16,0,0,0
208,16,16,16,0,0,0
209,16,16,16,0,0,0
210,16,16,16,0,0,0
211,16,16,16,0,0,0
212,16,16,16,0,0,0
213,16,16,16,0,0,0
214,16,16,16,0,0,0
215,16,16,16,0,0,0
216,16,16,16,0,0,0
217,16,16,16,0,0,0
218,16,16,16,0,0,0
219,16,16,16,0,0,0
220,16,16,16,0,0,0
221,16,16,16,0,0,0
222,16,16,16,0,0,0
223,16,16,16,0,0,0
224,16,16,16,0,0,0
225,16,16,16,0,0,0
226,16,16,16,0,0,0
227,16,16,16,0,0,0
228,16,16,16,0,0,0
229,16,16,16,0,0,0
230,16,16,16,0,0,0
231,16,16,16,0,0,0
232,16,16,16,0,0,0
233,16,16,16,0,0,0
234,16,16,16,0,0,0
235,16,16,16,0,0,0
236,16,16,16,0,0,0
237,16,16,16,0,0,0
238,16,16,16,0,0,0
239,16,16,16,0,0,0
240,16,16,16,0,0,0
241,16,16,16,0,0,0
242,16,16,16,0,0,0
243,17,17,17,0,0,0
244,17,17,17,0,0,0
245,17,17,17,0,0,0
246,17,17,17,0,0,0
247,17,17,17,0,0,0
248,17,17,17,0,0,0
249,17,17,17,0,0,0
250,18,18,18,0,0,0
251,18,18,18,0,0,0
252,19,19,19,0,0,0
253,19,19,19,0,0,0
254,20,20,20,0,0,0
255,23,23,23,0,0,0
256,23,23,23,0,0,0
257,23,23,23,0,0,0
258,23,23,23,0,0,0
259,23,23,23,0,0,0
260,23,23,23,0,0,0
261,25,25,25,0,0,0
262,25,25,25,0,0,0
263,26,26,26,0,0,0
264,26,26,26,0,0,0
265,26,26,26,0,0,0
266,26,26,26,0,0,0
267,27,27,27,0,0,0
268,27,27,27,0,0,0
269,28,28,28,0,0,0
270,30,30,30,0,0,0
271,30,30,30,0,0,0
272,31,31,31,0,0,0
273,31,31,31,0,0,0
274,31,31,31,0,0,0
275,31,31,31,0,0,0
276,31,31,31,0,0,0
277,32,32,32,0,0,0
278,32,32,32,0,0,0
279,32,32,32,0,0,0
280,32,32,32,0,0,0
281,32,32,32,0,0,0
282,32,32,32,0,0,0
283,32,32,32,0,0,0
284,32,32,32,0,0,0
285,32,32,32,0,0,0
286,32,32,32,0,0,0
287,32,32,32,0,0,0
288,32,32,32,0,0,0
289,32,32,32,0,0,0
290,32,32,32,0,0,0
291,32,32,32,0,0,0
292,32,32,32,0,0,0
293,32,32,32,0,0,0
294,32,32,32,0,0,0
295,32,32,32,0,0,0
296,32,32,32,0,0,0
297,32,32,32,0,0,0
298,32,32,32,0,0,0
299,32,32,32,0,0,0
300,32,32,32,0,0,0
301,32,32,32,0,0,0
302,32,32,32,0,0,0
303,32,32,32,0,0,0
304,32,32,32,0,0,0
305,32,32,32,0,0,0
306,32,32,32,0,0,0
307,32,32,32,0,0,0
308,33,33,33,0,0,0
309,33,33,33,0,0,0
310,33,33,33,0,0,0
311,33,33,33,0,0,0
312,33,33,33,0,0,0
313,33,33,33,0,0,0
314,33,33,33,0,0,0
315,33,33,33,0,0,0
316,33,33,33,0,0,0
317,33,33,33,0,0,0
318,35,35,35,0,0,0
319,35,35,35,0,0,0
320,35,35,35,0,0,0
321,35,35,35,0,0,0
322,36,36,36,0,0,0
323,36,36,36,0,0,0
324,37,37,37,0,0,0
325,37,37,37,0,0,0
326,38,38,38,0,0,0
327,39,39,39,0,0,0
328,40,40,40,0,0,0
329,44,44,44,0,0,0
330,44,44,44,0,0,0
331,44,44,44,0,0,0
332,44,44,44,0,0,0
333,46,46,46,0,0,0
334,47,47,47,0,0,0
335,48,48,48,0,0,0
336,50,50,50,0,0,0
337,51,51,51,0,0,0
338,51,51,51,0,0,0
339,51,51,51,0,0,0
340,53,53,53,0,0,0
341,54,54,54,0,0,0
342,57,57,57,0,0,0
343,58,58,58,0,0,0
344,58,58,58,0,0,0
345,59,59,59,0,0,0
346,60,60,60,0,0,0
347,60,60,60,0,0,0
348,62,62,62,0,0,0
349,62,62,62,0,0,0
350,62,62,62,0,0,0
351,62,62,62,0,0,0
352,62,62,62,0,0,0
353,62,62,62,0,0,0
354,62,62,62,0,0,0
355,62,62,62,0,0,0
356,62,62,62,0,0,0
357,62,62,62,0,0,0
358,63,63,63,0,0,0
359,63,63,63,0,0,0
360,63,63,63,0,0,0
361,63,63,63,0,0,0
362,64,64,64,0,0,0
363,64,64,64,0,0,0
364,64,64,64,0,0,0
365,64,64,64,0,0,0
366,64,64,64,0,0,0
367,64,64,64,0,0,0
368,64,64,64,0,0,0
369,64,64,64,0,0,0
370,64,64,64,0,0,0
371,64,64,64,0,0,0
372,64,64,64,0,0,0
373,64,64,64,0,0,0
374,64,64,64,0,0,0
375,64,64,64,0,0,0
376,64,64,64,0,0,0
377,64,64,64,0,0,0
378,64,64,64,0,0,0
379,64,64,64,0,0,0
380,65,65,65,0,0,0
381,65,65,65,0,0,0
382,65,65,65,0,0,0
383,65,65,65,0,0,0
384,65,65,65,0,0,0
385,65,65,65,0,0,0
386,65,65,65,0,0,0
387,65,65,65,0,0,0
388,66,66,66,0,0,0
389,66,66,66,0,0,0
390,68,68,68,0,0,0
391,69,69,69,0,0,0
392,70,70,70,0,0,0
393,70,70,70,0,0,0
394,70,70,70,0,0,0
395,72,72,72,0,0,0
396,72,72,72,0,0,0
397,74,74,74,0,0,0
398,75,75,75,0,0,0
399,76,76,76,0,0,0
400,79,79,79,0,0,0
401,82,82,82,0,0,0
402,82,82,82,0,0,0
403,84,84,84,0,0,0
404,86,86,86,0,0,0
405,90,90,90,0,0,0
406,90,90,90,0,0,0
407,90,90,90,0,0,0
408,93,93,93,0,0,0
409,94,94,94,0,0,0
410,94,94,94,0,0,0
411,100,100,100,0,0,0
412,102,102,102,0,0,0
413,106,106,106,0,0,0
414,107,107,107,0,0,0
415,108,108,108,0,0,0
416,108,108,108,0,0,0
417,109,109,109,0,0,0
418,111,111,111,0,0,0
419,112,112,112,0,0,0
420,113,113,113,0,0,0
421,115,115,115,0,0,0
422,116,116,116,0,0,0
423,117,117,117,0,0,0
424,118,118,118,0,0,0
425,118,118,118,0,0,0
426,121,121,121,0,0,0
427,121,121,121,0,0,0
428,121,121,121,0,0,0
429,121,121,121,0,0,0
430,123,123,123,0,0,0
431,123,123,123,0,0,0
432,123,123,123,0,0,0
433,123,123,123,0,0,0
434,123,123,123,0,0,0
435,123,123,123,0,0,0
436,123,123,123,0,0,0
437,123,123,123,0,0,0
438,124,124,124,0,0,0
439,124,124,124,0,0,0
440,124,124,124,0,0,0
441,125,125,125,0,0,0
442,125,125,125,0,0,0
443,125,125,125,0,0,0
444,125,125,125,0,0,0
445,125,125,125,0,0,0
446,125,125,125,0,0,0
447,125,125,125,0,0,0
448,125,125,125,0,0,0
449,125,125,125,0,0,0
450,125,125,125,0,0,0
451,128,128,128,0,0,0
452,128,128,128,0,0,0
453,129,129,129,0,0,0
454,130,130,130,0,0,0
455,131,131,131,0,0,0
456,131,131,131,0,0,0
457,133,133,133,0,0,0
458,134,134,134,0,0,0
459,135,135,135,0,0,0
460,138,138,138,0,0,0
461,140,140,140,0,0,0
462,141,141,141,0,0,0
463,143,143,143,0,0,0
464,144,144,144,0,0,0
465,146,146,146,0,0,0
466,147,147,147,0,0,0
467,148,148,148,0,0,0
468,151,151,151,0,0,0
469,152,152,152,0,0,0
470,153,153,153,0,0,0
471,155,155,155,0,0,0
472,158,158,158,0,0,0
473,159,159,159,0,0,0
474,161,161,161,0,0,0
475,168,168,168,0,0,0
476,172,172,172,0,0,0
477,176,176,176,0,0,0
478,183,183,183,0,0,0
479,186,186,186,0,0,0
480,186,186,186,0,0,0
481,186,186,186,0,0,0
482,189,189,189,0,0,0
483,194,194,194,0,0,0
484,196,196,196,0,0,0
485,199,199,199,0,0,0
486,200,200,200,0,0,0
487,201,201,201,0,0,0
488,203,203,203,0,0,0
489,209,209,209,0,0,0
490,211,211,211,0,0,0
491,212,212,212,0,0,0
492,213,213,213,0,0,0
493,218,218,218,0,0,0
494,221,221,221,0,0,0
495,221,221,221,0,0,0
496,221,221,221,0,0,0
497,224,224,224,0,0,0
498,225,225,225,0,0,0
499,229,229,229,0,0,0
500,231,231,231,0,0,0
501,232,232,232,0,0,0
502,233,233,233,0,0,0
503,236,236,236,0,0,0
504,236,236,236,0,0,0
505,236,236,236,0,0,0
506,238,238,238,0,0,0
507,240,240,240,0,0,0
508,241,241,241,0,0,0
509,241,241,241,0,0,0
510,241,241,241,0,0,0
511,242,242,242,0,0,0
512,242,242,242,0,0,0
513,244,244,244,0,0,0
514,245,245,245,0,0,0
515,245,245,245,0,0,0
516,246,246,246,0,0,0
517,247,247,247,0,0,0
518,247,247,247,0,0,0
519,249,249,249,0,0,0
520,252,252,252,0,0,0
521,253,253,253,0,0,0
522,255,255,255,0,0,0
523,255,255,255,0,0,0
524,257,257,257,0,0,0
525,259,259,259,0,0,0
526,261,261,261,0,0,0
527,264,264,264,0,0,0
528,269,269,269,0,0,0
529,273,273,273,0,0,0
530,275,275,275,0,0,0
531,279,279,279,0,0,0
532,279,279,279,0,0,0
533,284,284,284,0,0,0
534,291,291,291,0,0,0
535,294,294,294,0,0,0
536,294,294,294,0,0,0
537,297,297,297,0,0,0
538,299,299,299,0,0,0
539,301,301,301,0,0,0
540,302,302,302,0,0,0
541,308,308,308,0,0,0
542,312,312,312,0,0,0
543,316,316,316,0,0,0
544,319,319,319,0,0,0
545,329,329,329,0,0,0
546,333,333,333,0,0,0
547,338,338,338,0,0,0
548,341,341,341,0,0,0
549,351,351,351,0,0,0
550,353,353,353,0,0,0
551,358,358,358,0,0,0
552,363,363,363,0,0,0
553,366,366,366,0,0,0
554,367,367,367,0,0,0
555,374,374,374,0,0,0
556,379,379,379,0,0,0
557,385,385,385,0,0,0
558,391,391,391,0,0,0
559,396,396,396,0,0,0
560,399,399,399,0,0,0
561,410,410,410,0,0,0
562,414,414,414,0,0,0
563,415,415,415,0,0,0
564,420,420,420,0,0,0
565,427,427,427,0,0,0
566,428,428,428,0,0,0
567,432,432,432,0,0,0
568,436,436,436,0,0,0
569,439,439,439,0,0,0
570,442,442,442,0,0,0
571,450,450,450,0,0,0
572,454,454,454,0,0,0
573,457,457,457,0,0,0
574,458,458,458,0,0,0
575,461,461,461,0,0,0
576,464,464,464,0,0,0
577,468,468,468,0,0,0
578,475,475,475,0,0,0
579,478,478,478,0,0,0
580,479,479,479,0,0,0
581,480,480,480,0,0,0
582,482,482,482,0,0,0
583,489,489,489,0,0,0
584,492,492,492,0,0,0
585,493,493,493,0,0,0
586,495,495,495,0,0,0
587,499,499,499,0,0,0
588,501,501,501,0,0,0
589,505,505,505,0,0,0
590,509,509,509,0,0,0
591,511,511,511,0,0,0
592,516,516,516,0,0,0
593,523,523,523,0,0,0
594,525,525,525,0,0,0
595,529,529,529,0,0,0
596,534,534,534,0,0,0
597,538,538,538,0,0,0
598,546,546,546,0,0,0
599,550,550,550,0,0,0
600,557,557,557,0,0,0
601,561,561,561,0,0,0
602,567,567,567,0,0,0
603,575,575,575,0,0,0
604,586,586,586,0,0,0
605,592,592,592,0,0,0
606,601,601,601,0,0,0
607,609,609,609,0,0,0
608,616,616,616,0,0,0
609,622,622,622,0,0,0
610,628,628,628,0,0,0
611,635,635,635,0,0,0
612,643,643,643,0,0,0
613,645,645,645,0,0,0
614,651,651,651,0,0,0
615,657,657,657,0,0,0
616,660,660,660,0,0,0
617,663,663,663,0,0,0
618,668,668,668,0,0,0
619,671,671,671,0,0,0
620,678,678,678,0,0,0
621,687,687,687,0,0,0
622,700,700,700,0,0,0
623,712,712,712,0,0,0
624,723,723,723,0,0,0
625,734,734,734,0,0,0
626,740,740,740,0,0,0
627,749,749,749,0,0,0
628,753,753,753,0,0,0
629,759,759,759,0,0,0
630,768,768,768,0,0,0
631,776,776,776,0,0,0
632,784,784,784,0,0,0
633,791,791,791,0,0,0
634,798,798,798,0,0,0
635,802,802,802,0,0,0
636,811,811,811,0,0,0
637,816,816,816,0,0,0
638,822,822,822,0,0,0
639,825,825,825,0,0,0
640,831,831,831,0,0,0
641,839,839,839,0,0,0
642,846,846,846,0,0,0
643,851,851,851,0,0,0
644,856,856,856,0,0,0
645,856,856,856,0,0,0
646,859,859,859,0,0,0
647,864,864,864,0,0,0
648,874,874,874,0,0,0
649,877,877,877,0,0,0
650,882,882,882,0,0,0
651,886,886,886,0,0,0
652,894,894,894,0,0,0
653,901,901,901,0,0,0
654,910,910,910,0,0,0
655,916,916,916,0,0,0
656,925,925,925,0,0,0
657,936,936,936,0,0,0
658,944,944,944,0,0,0
659,947,947,947,0,0,0
660,959,959,959,0,0,0
661,966,966,966,0,0,0
662,974,974,974,0,0,0
663,982,982,982,0,0,0
664,987,987,987,0,0,0
665,992,992,992,0,0,0
666,995,995,995,0,0,0
667,1008,1008,1008,0,0,0
668,1015,1015,1015,0,0,0
669,1023,1023,1023,0,0,0
670,1032,1032,1032,0,0,0
671,1043,1043,1043,0,0,0
672,1054,1054,1054,0,0,0
673,1057,1057,1057,0,0,0
674,1064,1064,1064,0,0,0
675,1079,1079,1079,0,0,0
676,1089,1089,1089,0,0,0
677,1093,1093,1093,0,0,0
678,1097,1097,1097,0,0,0
679,1106,1106,1106,0,0,0
680,1114,1114,1114,0,0,0
681,1115,1115,1115,0,0,0
682,1128,1128,1128,0,0,0
683,1132,1132,1132,0,0,0
684,1134,1134,1134,0,0,0
685,1150,1150,1150,0,0,0
686,1158,1158,1158,0,0,0
687,1163,1163,1163,0,0,0
688,1168,1168,1168,0,0,0
689,1181,1181,1181,0,0,0
690,1192,1192,1192,0,0,0
691,1198,1198,1198,0,0,0
692,1201,1201,1201,0,0,0
693,1203,1203,1203,0,0,0
694,1210,1210,1210,0,0,0
695,1217,1217,1217,0,0,0
696,1227,1227,1227,0,0,0
697,1237,1237,1237,0,0,0
698,1242,1242,1242,0,0,0
699,1242,1242,1242,0,0,0
700,1247,1247,1247,0,0,0
701,1258,1258,1258,0,0,0
702,1266,1266,1266,0,0,0
703,1263,1263,1263,0,0,0
704,1273,1273,1273,0,0,0
705,1281,1281,1281,0,0,0
706,1280,1280,1280,0,0,0
707,1286,1286,1286,0,0,0
708,1291,1291,1291,0,0,0
709,1296,1296,1296,0,0,0
710,1296,1296,1296,0,0,0
711,1305,1305,1305,0,0,0
712,1310,1310,1310,0,0,0
713,1315,1315,1315,0,0,0
714,1316,1316,1316,0,0,0
715,1312,1312,1312,0,0,0
716,1315,1315,1315,0,0,0
717,1321,1321,1321,0,0,0
718,1329,1329,1329,0,0,0
719,1338,1338,1338,0,0,0
720,1332,1332,1332,0,0,0
721,1332,1332,1332,0,0,0
722,1333,1333,1333,0,0,0
723,1341,1341,1341,0,0,0
724,1351,1351,1351,0,0,0
725,1361,1361,1361,0,0,0
726,1362,1362,1362,0,0,0
727,1366,1366,1366,0,0,0
728,1370,1370,1370,0,0,0
729,1373,1373,1373,0,0,0
730,1375,1375,1375,0,0,0
731,1371,1371,1371,0,0,0
732,1374,1374,1374,0,0,0
733,1385,1385,1385,0,0,0
734,1391,1391,1391,0,0,0
735,1399,1399,1399,0,0,0
736,1398,1398,1398,0,0,0
737,1405,1405,1405,0,0,0
738,1413,1413,1413,0,0,0
739,1425,1425,1425,0,0,0
740,1421,1421,1421,0,0,0
741,1421,1421,1421,0,0,0
742,1432,1432,1432,0,0,0
743,1438,1438,1438,0,0,0
744,1443,1443,1443,0,0,0
745,1447,1447,1447,0,0,0
746,1451,1451,1451,0,0,0
747,1450,1450,1450,0,0,0
748,1460,1460,1460,0,0,0
749,1466,1466,1466,0,0,0
750,1471,1471,1471,0,0,0
751,1477,1477,1477,0,0,0
752,1481,1481,1481,0,0,0
753,1481,1481,1481,0,0,0
754,1489,1489,1489,0,0,0
755,1492,1492,1492,0,0,0
756,1494,1494,1494,0,0,0
757,1490,1490,1490,0,0,0
758,1492,1492,1492,0,0,0
759,1494,1494,1494,0,0,0
760,1500,1500,1500,0,0,0
761,1500,1500,1500,0,0,0
762,1503,1503,1503,0,0,0
763,1505,1505,1505,0,0,0
764,1509,1509,1509,0,0,0
765,1507,1507,1507,0,0,0
766,1509,1509,1509,0,0,0
767,1508,1508,1508,0,0,0
768,1505,1505,1505,0,0,0
769,1501,1501,1501,0,0,0
770,1497,1497,1497,0,0,0
771,1501,1501,1501,0,0,0
772,1501,1501,1501,0,0,0
773,1504,1504,1504,0,0,0
774,1506,1506,1506,0,0,0
775,1510,1510,1510,0,0,0
776,1508,1508,1508,0,0,0
777,1511,1511,1511,0,0,0
778,1501,1501,1501,0,0,0
779,1503,1503,1503,0,0,0
780,1503,1503,1503,0,0,0
781,1511,1511,1511,0,0,0
782,1513,1513,1513,0,0,0
783,1506,1506,1506,0,0,0
784,1509,1509,1509,0,0,0
785,1514,1514,1514,0,0,0
786,1512,1512,1512,0,0,0
787,1509,1509,1509,0,0,0
788,1511,1511,1511,0,0,0
789,1521,1521,1521,0,0,0
790,1531,1531,1531,0,0,0
791,1534,1534,1534,0,0,0
792,1541,1541,1541,0,0,0
793,1541,1541,1541,0,0,0
794,1540,1540,1540,0,0,0
795,1535,1535,1535,0,0,0
796,1542,1542,1542,0,0,0
797,1546,1546,1546,0,0,0
798,1548,1548,1548,0,0,0
799,1548,1548,1548,0,0,0
