frame,n_seg,n_tra,one_to_one,tra_unmatched,seg_unmatched,ambiguous
100,7,7,7,0,0,0
101,7,7,7,0,0,0
102,7,7,7,0,0,0
103,7,7,7,0,0,0
104,7,7,7,0,0,0
105,7,7,7,0,0,0
106,7,7,7,0,0,0
107,7,7,7,0,0,0
108,7,7,7,0,0,0
109,7,7,7,0,0,0
110,7,7,7,0,0,0
111,7,7,7,0,0,0
112,7,7,7,0,0,0
113,7,7,7,0,0,0
114,7,7,7,0,0,0
115,7,7,7,0,0,0
116,8,8,8,0,0,0
117,8,8,8,0,0,0
118,8,8,8,0,0,0
119,8,8,8,0,0,0
120,8,8,8,0,0,0
121,8,8,8,0,0,0
122,8,8,8,0,0,0
123,8,8,8,0,0,0
124,8,8,8,0,0,0
125,8,8,8,0,0,0
126,8,8,8,0,0,0
127,8,8,8,0,0,0
128,8,8,8,0,0,0
129,8,8,8,0,0,0
130,8,8,8,0,0,0
131,8,8,8,0,0,0
132,8,8,8,0,0,0
133,8,8,8,0,0,0
134,8,8,8,0,0,0
135,8,8,8,0,0,0
136,8,8,8,0,0,0
137,8,8,8,0,0,0
138,8,8,8,0,0,0
139,8,8,8,0,0,0
140,9,9,9,0,0,0
141,9,9,9,0,0,0
142,9,9,9,0,0,0
143,10,10,10,0,0,0
144,10,10,10,0,0,0
145,10,10,10,0,0,0
146,11,11,11,0,0,0
147,12,12,12,0,0,0
148,12,12,12,0,0,0
149,12,12,12,0,0,0
150,12,12,12,0,0,0
151,12,12,12,0,0,0
152,12,12,12,0,0,0
153,12,12,12,0,0,0
154,12,12,12,0,0,0
155,12,12,12,0,0,0
156,12,12,12,0,0,0
157,12,12,12,0,0,0
158,12,12,12,0,0,0
159,12,12,12,0,0,0
160,12,12,12,0,0,0
161,12,12,12,0,0,0
162,12,12,12,0,0,0
163,12,12,12,0,0,0
164,12,12,12,0,0,0
165,12,12,12,0,0,0
166,12,12,12,0,0,0
167,12,12,12,0,0,0
168,12,12,12,0,0,0
169,12,12,12,0,0,0
170,12,12,12,0,0,0
171,12,12,12,0,0,0
172,12,12,12,0,0,0
173,12,12,12,0,0,0
174,12,12,12,0,0,0
175,12,12,12,0,0,0
176,13,13,13,0,0,0
177,14,14,14,0,0,0
178,14,14,14,0,0,0
179,14,14,14,0,0,0
180,14,14,14,0,0,0
181,14,14,14,0,0,0
182,14,14,14,0,0,0
183,14,14,14,0,0,0
184,14,14,14,0,0,0
185,14,14,14,0,0,0
186,14,14,14,0,0,0
187,14,14,14,0,0,0
188,14,14,14,0,0,0
189,14,14,14,0,0,0
190,14,14,14,0,0,0
191,14,14,14,0,0,0
192,15,15,15,0,0,0
193,15,15,15,0,0,0
194,15,15,15,0,0,0
195,15,15,15,0,0,0
196,15,15,15,0,0,0
197,16,16,16,0,0,0
198,16,16,16,0,0,0
199,16,16,16,0,0,0
200,16,16,16,0,0,0
201,16,16,16,0,0,0
202,16,16,16,0,0,0
203,16,16,16,0,0,0
204,16,16,16,0,0,0
205,16,16,16,0,0,0
206,16,16,16,0,0,0
207,16,16,16,0,0,0
208,17,17,17,0,0,0
209,17,17,17,0,0,0
210,17,17,17,0,0,0
211,17,17,17,0,0,0
212,17,17,17,0,0,0
213,17,17,17,0,0,0
214,17,17,17,0,0,0
215,17,17,17,0,0,0
216,17,17,17,0,0,0
217,17,17,17,0,0,0
218,17,17,17,0,0,0
219,18,18,18,0,0,0
220,18,18,18,0,0,0
221,19,19,19,0,0,0
222,19,19,19,0,0,0
223,20,20,20,0,0,0
224,20,20,20,0,0,0
225,21,21,21,0,0,0
226,21,21,21,0,0,0
227,21,21,21,0,0,0
228,23,23,23,0,0,0
229,23,23,23,0,0,0
230,23,23,23,0,0,0
231,23,23,23,0,0,0
232,23,23,23,0,0,0
233,23,23,23,0,0,0
234,24,24,24,0,0,0
235,24,24,24,0,0,0
236,24,24,24,0,0,0
237,24,24,24,0,0,0
238,24,24,24,0,0,0
239,24,24,24,0,0,0
240,24,24,24,0,0,0
241,24,24,24,0,0,0
242,25,25,25,0,0,0
243,25,25,25,0,0,0
244,25,25,25,0,0,0
245,25,25,25,0,0,0
246,25,25,25,0,0,0
247,25,25,25,0,0,0
248,26,26,26,0,0,0
249,26,26,26,0,0,0
250,26,26,26,0,0,0
251,27,27,27,0,0,0
252,27,27,27,0,0,0
253,27,27,27,0,0,0
254,27,27,27,0,0,0
255,27,27,27,0,0,0
256,27,27,27,0,0,0
257,27,27,27,0,0,0
258,27,27,27,0,0,0
259,27,27,27,0,0,0
260,28,28,28,0,0,0
261,28,28,28,0,0,0
262,28,28,28,0,0,0
263,28,28,28,0,0,0
264,28,28,28,0,0,0
265,28,28,28,0,0,0
266,29,29,29,0,0,0
267,29,29,29,0,0,0
268,30,30,30,0,0,0
269,30,30,30,0,0,0
270,30,30,30,0,0,0
271,30,30,30,0,0,0
272,30,30,30,0,0,0
273,30,30,30,0,0,0
274,30,30,30,0,0,0
275,30,30,30,0,0,0
276,30,30,30,0,0,0
277,30,30,30,0,0,0
278,31,31,31,0,0,0
279,31,31,31,0,0,0
280,31,31,31,0,0,0
281,31,31,31,0,0,0
282,32,32,32,0,0,0
283,32,32,32,0,0,0
284,33,33,33,0,0,0
285,33,33,33,0,0,0
286,34,34,34,0,0,0
287,34,34,34,0,0,0
288,34,34,34,0,0,0
289,34,34,34,0,0,0
290,34,34,34,0,0,0
291,35,35,35,0,0,0
292,35,35,35,0,0,0
293,35,35,35,0,0,0
294,35,35,35,0,0,0
295,35,35,35,0,0,0
296,36,36,36,0,0,0
297,36,36,36,0,0,0
298,36,36,36,0,0,0
299,37,37,37,0,0,0
300,38,38,38,0,0,0
301,39,39,39,0,0,0
302,41,41,41,0,0,0
303,41,41,41,0,0,0
304,41,41,41,0,0,0
305,41,41,41,0,0,0
306,41,41,41,0,0,0
307,43,43,43,0,0,0
308,44,44,44,0,0,0
309,44,44,44,0,0,0
310,45,45,45,0,0,0
311,46,46,46,0,0,0
312,47,47,47,0,0,0
313,47,47,47,0,0,0
314,49,49,49,0,0,0
315,49,49,49,0,0,0
316,49,49,49,0,0,0
317,49,49,49,0,0,0
318,50,50,50,0,0,0
319,50,50,50,0,0,0
320,50,50,50,0,0,0
321,51,51,51,0,0,0
322,51,51,51,0,0,0
323,51,51,51,0,0,0
324,52,52,52,0,0,0
325,52,52,52,0,0,0
326,52,52,52,0,0,0
327,52,52,52,0,0,0
328,53,53,53,0,0,0
329,53,53,53,0,0,0
330,53,53,53,0,0,0
331,54,54,54,0,0,0
332,54,54,54,0,0,0
333,55,55,55,0,0,0
334,55,55,55,0,0,0
335,55,55,55,0,0,0
336,55,55,55,0,0,0
337,55,55,55,0,0,0
338,56,56,56,0,0,0
339,56,56,56,0,0,0
340,56,56,56,0,0,0
341,57,57,57,0,0,0
342,57,57,57,0,0,0
343,57,57,57,0,0,0
344,57,57,57,0,0,0
345,57,57,57,0,0,0
346,58,58,58,0,0,0
347,60,60,60,0,0,0
348,61,61,61,0,0,0
349,62,62,62,0,0,0
350,62,62,62,0,0,0
351,63,63,63,0,0,0
352,63,63,63,0,0,0
353,65,65,65,0,0,0
354,65,65,65,0,0,0
355,65,65,65,0,0,0
356,66,66,66,0,0,0
357,66,66,66,0,0,0
358,67,67,67,0,0,0
359,68,68,68,0,0,0
360,68,68,68,0,0,0
361,68,68,68,0,0,0
362,68,68,68,0,0,0
363,68,68,68,0,0,0
364,68,68,68,0,0,0
365,69,69,69,0,0,0
366,69,69,69,0,0,0
367,69,69,69,0,0,0
368,69,69,69,0,0,0
369,69,69,69,0,0,0
370,69,69,69,0,0,0
371,70,70,70,0,0,0
372,70,70,70,0,0,0
373,71,71,71,0,0,0
374,71,71,71,0,0,0
375,72,72,72,0,0,0
376,74,74,74,0,0,0
377,75,75,75,0,0,0
378,78,78,78,0,0,0
379,79,79,79,0,0,0
380,80,80,80,0,0,0
381,82,82,82,0,0,0
382,82,82,82,0,0,0
383,83,83,83,0,0,0
384,85,85,85,0,0,0
385,85,85,85,0,0,0
386,86,86,86,0,0,0
387,86,86,86,0,0,0
388,87,87,87,0,0,0
389,91,91,91,0,0,0
390,91,91,91,0,0,0
391,93,93,93,0,0,0
392,93,93,93,0,0,0
393,94,94,94,0,0,0
394,96,96,96,0,0,0
395,96,96,96,0,0,0
396,97,97,97,0,0,0
397,102,102,102,0,0,0
398,102,102,102,0,0,0
399,103,103,103,0,0,0
400,104,104,104,0,0,0
401,104,104,104,0,0,0
402,105,105,105,0,0,0
403,106,106,106,0,0,0
404,107,107,107,0,0,0
405,108,108,108,0,0,0
406,108,108,108,0,0,0
407,108,108,108,0,0,0
408,108,108,108,0,0,0
409,108,108,108,0,0,0
410,108,108,108,0,0,0
411,109,109,109,0,0,0
412,109,109,109,0,0,0
413,110,110,110,0,0,0
414,110,110,110,0,0,0
415,111,111,111,0,0,0
416,113,113,113,0,0,0
417,117,117,117,0,0,0
418,118,118,118,0,0,0
419,118,118,118,0,0,0
420,120,120,120,0,0,0
421,120,120,120,0,0,0
422,122,122,122,0,0,0
423,123,123,123,0,0,0
424,124,124,124,0,0,0
425,124,124,124,0,0,0
426,124,124,124,0,0,0
427,126,126,126,0,0,0
428,129,129,129,0,0,0
429,130,130,130,0,0,0
430,132,132,132,0,0,0
431,133,133,133,0,0,0
432,133,133,133,0,0,0
433,133,133,133,0,0,0
434,133,133,133,0,0,0
435,134,134,134,0,0,0
436,135,135,135,0,0,0
437,136,136,136,0,0,0
438,137,137,137,0,0,0
439,137,137,137,0,0,0
440,140,140,140,0,0,0
441,140,140,140,0,0,0
442,140,140,140,0,0,0
443,141,141,141,0,0,0
444,142,142,142,0,0,0
445,142,142,142,0,0,0
446,145,145,145,0,0,0
447,146,146,146,0,0,0
448,147,147,147,0,0,0
449,147,147,147,0,0,0
450,149,149,149,0,0,0
451,152,152,152,0,0,0
452,155,155,155,0,0,0
453,156,156,156,0,0,0
454,157,157,157,0,0,0
455,159,159,159,0,0,0
456,159,159,159,0,0,0
457,162,162,162,0,0,0
458,165,165,165,0,0,0
459,165,165,165,0,0,0
460,169,169,169,0,0,0
461,171,171,171,0,0,0
462,173,173,173,0,0,0
463,175,175,175,0,0,0
464,178,178,178,0,0,0
465,179,179,179,0,0,0
466,181,181,181,0,0,0
467,184,184,184,0,0,0
468,186,186,186,0,0,0
469,189,189,189,0,0,0
470,194,194,194,0,0,0
471,197,197,197,0,0,0
472,199,199,199,0,0,0
473,201,201,201,0,0,0
474,202,202,202,0,0,0
475,203,203,203,0,0,0
476,204,204,204,0,0,0
477,204,204,204,0,0,0
478,210,210,210,0,0,0
479,213,213,213,0,0,0
480,214,214,214,0,0,0
481,216,216,216,0,0,0
482,216,216,216,0,0,0
483,217,217,217,0,0,0
484,218,218,218,0,0,0
485,220,220,220,0,0,0
486,221,221,221,0,0,0
487,223,223,223,0,0,0
488,225,225,225,0,0,0
489,228,228,228,0,0,0
490,231,231,231,0,0,0
491,233,233,233,0,0,0
492,233,233,233,0,0,0
493,236,236,236,0,0,0
494,238,238,238,0,0,0
495,242,242,242,0,0,0
496,244,244,244,0,0,0
497,247,247,247,0,0,0
498,249,249,249,0,0,0
499,249,249,249,0,0,0
500,253,253,253,0,0,0
501,255,255,255,0,0,0
502,255,255,255,0,0,0
503,258,258,258,0,0,0
504,260,260,260,0,0,0
505,260,260,260,0,0,0
506,262,262,262,0,0,0
507,264,264,264,0,0,0
508,267,267,267,0,0,0
509,270,270,270,0,0,0
510,275,275,275,0,0,0
511,276,276,276,0,0,0
512,278,278,278,0,0,0
513,279,279,279,0,0,0
514,282,282,282,0,0,0
515,283,283,283,0,0,0
516,283,283,283,0,0,0
517,286,286,286,0,0,0
518,288,288,288,0,0,0
519,290,290,290,0,0,0
520,292,292,292,0,0,0
521,294,294,294,0,0,0
522,297,297,297,0,0,0
523,304,304,304,0,0,0
524,306,306,306,0,0,0
525,310,310,310,0,0,0
526,313,313,313,0,0,0
527,315,315,315,0,0,0
528,322,322,322,0,0,0
529,325,325,325,0,0,0
530,327,327,327,0,0,0
531,331,331,331,0,0,0
532,338,338,338,0,0,0
533,341,341,341,0,0,0
534,348,348,348,0,0,0
535,353,353,353,0,0,0
536,355,355,355,0,0,0
537,359,359,359,0,0,0
538,363,363,363,0,0,0
539,365,365,365,0,0,0
540,370,370,370,0,0,0
541,377,377,377,0,0,0
542,380,380,380,0,0,0
543,386,386,386,0,0,0
544,388,388,388,0,0,0
545,394,394,394,0,0,0
546,397,397,397,0,0,0
547,399,399,399,0,0,0
548,404,404,404,0,0,0
549,408,408,408,0,0,0
550,414,414,414,0,0,0
551,418,418,418,0,0,0
552,424,424,424,0,0,0
553,429,429,429,0,0,0
554,430,430,430,0,0,0
555,438,438,438,0,0,0
556,445,445,445,0,0,0
557,448,448,448,0,0,0
558,452,452,452,0,0,0
559,455,455,455,0,0,0
560,459,459,459,0,0,0
561,462,462,462,0,0,0
562,463,463,463,0,0,0
563,469,469,469,0,0,0
564,472,472,472,0,0,0
565,475,475,475,0,0,0
566,478,478,478,0,0,0
567,484,484,484,0,0,0
568,487,487,487,0,0,0
569,492,492,492,0,0,0
570,496,496,496,0,0,0
571,497,497,497,0,0,0
572,503,503,503,0,0,0
573,507,507,507,0,0,0
574,512,512,512,0,0,0
575,517,517,517,0,0,0
576,519,519,519,0,0,0
577,519,519,519,0,0,0
578,524,524,524,0,0,0
579,524,524,524,0,0,0
580,530,530,530,0,0,0
581,535,535,535,0,0,0
582,537,537,537,0,0,0
583,542,542,542,0,0,0
584,545,545,545,0,0,0
585,548,548,548,0,0,0
586,551,551,551,0,0,0
587,554,554,554,0,0,0
588,558,558,558,0,0,0
589,562,562,562,0,0,0
590,565,565,565,0,0,0
591,572,572,572,0,0,0
592,573,573,573,0,0,0
593,583,583,583,0,0,0
594,590,590,590,0,0,0
595,593,593,593,0,0,0
596,592,592,592,0,0,0
597,596,596,596,0,0,0
598,609,609,609,0,0,0
599,611,611,611,0,0,0
600,614,614,614,0,0,0
601,617,617,617,0,0,0
602,623,623,623,0,0,0
603,630,630,630,0,0,0
604,638,638,638,0,0,0
605,637,637,637,0,0,0
606,644,644,644,0,0,0
607,650,650,650,0,0,0
608,663,663,663,0,0,0
609,666,666,666,0,0,0
610,675,675,675,0,0,0
611,681,681,681,0,0,0
612,691,691,691,0,0,0
613,686,686,686,0,0,0
614,695,695,695,0,0,0
615,701,701,701,0,0,0
616,706,706,706,0,0,0
617,715,715,715,0,0,0
618,722,722,722,0,0,0
619,722,722,722,0,0,0
620,729,729,729,0,0,0
621,740,740,740,0,0,0
622,745,745,745,0,0,0
623,747,747,747,0,0,0
624,750,750,750,0,0,0
625,755,755,755,0,0,0
626,763,763,763,0,0,0
627,765,765,765,0,0,0
628,773,773,773,0,0,0
629,779,779,779,0,0,0
630,785,785,785,0,0,0
631,786,786,786,0,0,0
632,786,786,786,0,0,0
633,787,787,787,0,0,0
634,791,791,791,0,0,0
635,792,792,792,0,0,0
636,793,793,793,0,0,0
637,806,806,806,0,0,0
638,807,807,807,0,0,0
639,818,818,818,0,0,0
640,824,824,824,0,0,0
641,826,826,826,0,0,0
642,829,829,829,0,0,0
643,831,831,831,0,0,0
644,834,834,834,0,0,0
645,838,838,838,0,0,0
646,843,843,843,0,0,0
647,849,849,849,0,0,0
648,853,853,853,0,0,0
649,857,857,857,0,0,0
650,858,858,858,0,0,0
651,860,860,860,0,0,0
652,863,863,863,0,0,0
653,873,873,873,0,0,0
654,879,879,879,0,0,0
655,889,889,889,0,0,0
656,889,889,889,0,0,0
657,900,900,900,0,0,0
658,905,905,905,0,0,0
659,907,907,907,0,0,0
660,915,915,915,0,0,0
661,924,924,924,0,0,0
662,931,931,931,0,0,0
663,931,931,931,0,0,0
664,935,935,935,0,0,0
665,940,940,940,0,0,0
666,944,944,944,0,0,0
667,958,958,958,0,0,0
668,968,968,968,0,0,0
669,972,972,972,0,0,0
670,979,979,979,0,0,0
671,987,987,987,0,0,0
672,990,990,990,0,0,0
673,995,995,995,0,0,0
674,1002,1002,1002,0,0,0
675,1016,1016,1016,0,0,0
676,1026,1026,1026,0,0,0
677,1033,1033,1033,0,0,0
678,1040,1040,1040,0,0,0
679,1041,1041,1041,0,0,0
680,1046,1046,1046,0,0,0
681,1055,1055,1055,0,0,0
682,1053,1053,1053,0,0,0
683,1057,1057,1057,0,0,0
684,1073,1073,1073,0,0,0
685,1077,1077,1077,0,0,0
686,1079,1079,1079,0,0,0
687,1090,1090,1090,0,0,0
688,1093,1093,1093,0,0,0
689,1100,1100,1100,0,0,0
690,1112,1112,1112,0,0,0
691,1119,1119,1119,0,0,0
692,1120,1120,1120,0,0,0
693,1124,1124,1124,0,0,0
694,1128,1128,1128,0,0,0
695,1137,1137,1137,0,0,0
696,1142,1142,1142,0,0,0
697,1151,1151,1151,0,0,0
698,1157,1157,1157,0,0,0
699,1155,1155,1155,0,0,0
700,1157,1157,1157,0,0,0
701,1165,1165,1165,0,0,0
702,1166,1166,1166,0,0,0
703,1168,1168,1168,0,0,0
704,1173,1173,1173,0,0,0
705,1177,1177,1177,0,0,0
706,1182,1182,1182,0,0,0
707,1196,1196,1196,0,0,0
708,1201,1201,1201,0,0,0
709,1212,1212,1212,0,0,0
710,1228,1228,1228,0,0,0
711,1232,1232,1232,0,0,0
712,1240,1240,1240,0,0,0
713,1247,1247,1247,0,0,0
714,1251,1251,1251,0,0,0
715,1254,1254,1254,0,0,0
716,1255,1255,1255,0,0,0
717,1260,1260,1260,0,0,0
718,1279,1279,1279,0,0,0
719,1277,1277,1277,0,0,0
720,1276,1276,1276,0,0,0
721,1284,1284,1284,0,0,0
722,1287,1287,1287,0,0,0
723,1286,1286,1286,0,0,0
724,1280,1280,1280,0,0,0
725,1289,1289,1289,0,0,0
726,1293,1293,1293,0,0,0
727,1304,1304,1304,0,0,0
728,1302,1302,1302,0,0,0
729,1304,1304,1304,0,0,0
730,1308,1308,1308,0,0,0
731,1312,1312,1312,0,0,0
732,1316,1316,1316,0,0,0
733,1318,1318,1318,0,0,0
734,1329,1329,1329,0,0,0
735,1326,1326,1326,0,0,0
736,1325,1325,1325,0,0,0
737,1319,1319,1319,0,0,0
738,1324,1324,1324,0,0,0
739,1329,1329,1329,0,0,0
740,1342,1342,1342,0,0,0
741,1345,1345,1345,0,0,0
742,1356,1356,1356,0,0,0
743,1359,1359,1359,0,0,0
744,1365,1365,1365,0,0,0
745,1368,1368,1368,0,0,0
746,1371,1371,1371,0,0,0
747,1376,1376,1376,0,0,0
748,1376,1376,1376,0,0,0
749,1380,1380,1380,0,0,0
750,1382,1382,1382,0,0,0
751,1397,1397,1397,0,0,0
752,1395,1395,1395,0,0,0
753,1396,1396,1396,0,0,0
754,1393,1393,1393,0,0,0
755,1392,1392,1392,0,0,0
756,1399,1399,1399,0,0,0
757,1401,1401,1401,0,0,0
758,1416,1416,1416,0,0,0
759,1423,1423,1423,0,0,0
760,1419,1419,1419,0,0,0
761,1424,1424,1424,0,0,0
762,1428,1428,1428,0,0,0
763,1422,1422,1422,0,0,0
764,1423,1423,1423,0,0,0
765,1426,1426,1426,0,0,0
766,1436,1436,1436,0,0,0
767,1450,1450,1450,0,0,0
768,1448,1448,1448,0,0,0
769,1455,1455,1455,0,0,0
770,1460,1460,1460,0,0,0
771,1464,1464,1464,0,0,0
772,1464,1464,1464,0,0,0
773,1464,1464,1464,0,0,0
774,1482,1482,1482,0,0,0
775,1486,1486,1486,0,0,0
776,1485,1485,1485,0,0,0
777,1486,1486,1486,0,0,0
778,1492,1492,1492,0,0,0
779,1491,1491,1491,0,0,0
780,1489,1489,1489,0,0,0
781,1498,1498,1498,0,0,0
782,1495,1495,1495,0,0,0
783,1501,1501,1501,0,0,0
784,1494,1494,1494,0,0,0
785,1490,1490,1490,0,0,0
786,1490,1490,1490,0,0,0
787,1490,1490,1490,0,0,0
788,1495,1495,1495,0,0,0
789,1504,1504,1504,0,0,0
790,1508,1508,1508,0,0,0
791,1507,1507,1507,0,0,0
792,1490,1490,1490,0,0,0
793,1506,1506,1506,0,0,0
794,1509,1509,1509,0,0,0
795,1503,1503,1503,0,0,0
796,1501,1501,1501,0,0,0
797,1514,1514,1514,0,0,0
798,1520,1520,1520,0,0,0
799,1528,1528,1528,0,0,0
